Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vgv_ncmterne;vgv_ncmtoret;vgv_ncmtoros;vgv_nchterne;vgv_nchvacon;vgv_nchvacas;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;subtotal_machos;subtotal_hembras;TOTAL;fact_exp_fin
18085701020200017;TUNGURAHUA;01;02020;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,5411096486582
18085701020200028;TUNGURAHUA;01;02020;0028; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;53,4398993194033
18085701020200029;TUNGURAHUA;01;02020;0029; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,6014022076682
18015401020550005;TUNGURAHUA;01;02055;0005; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;333,19816604329
18015401020550013;TUNGURAHUA;01;02055;0013;1; ;2; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3;1;4;71,1849174693001
18015401020550019;TUNGURAHUA;01;02055;0019; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;60,63884149536
18015401020550022;TUNGURAHUA;01;02055;0022; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;93,5228529382677
18015401020550031;TUNGURAHUA;01;02055;0031; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,79943476344668
18085201023020001;TUNGURAHUA;01;02302;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;80,2637560858939
18085201023020003;TUNGURAHUA;01;02302;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,417490474602
18085201023020012;TUNGURAHUA;01;02302;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;94,6542327362383
18085201023020015;TUNGURAHUA;01;02302;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;65,7709874281482
18085201023020017;TUNGURAHUA;01;02302;0017; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;76,8953385013321
18085201023020026;TUNGURAHUA;01;02302;0026; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;82,6043563337563
18085101023730001;TUNGURAHUA;01;02373;0001; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;16,729055063092
18055301023770001;TUNGURAHUA;01;02377;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,37934633072573
18055301023770002;TUNGURAHUA;01;02377;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,8636382595214
18055301023770003;TUNGURAHUA;01;02377;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;75,7906955313543
18055301023770004;TUNGURAHUA;01;02377;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,79918365334615
18055301023770005;TUNGURAHUA;01;02377;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;59,9331409122541
18085101024810001;TUNGURAHUA;01;02481;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,2885150991445
18016201026810001;TUNGURAHUA;01;02681;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,4249706647256
18016201026810002;TUNGURAHUA;01;02681;0002; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;38,2433633877866
18016201026810004;TUNGURAHUA;01;02681;0004; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;47,586106924281
18016201026810005;TUNGURAHUA;01;02681;0005; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;51,2013176828784
18016201026810006;TUNGURAHUA;01;02681;0006; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;55,166624192322
18016201026810007;TUNGURAHUA;01;02681;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;8,05869562120737
18016201026810008;TUNGURAHUA;01;02681;0008; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;58,9735127462645
18016201026810009;TUNGURAHUA;01;02681;0009; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;42,6722966278972
18016201026810025;TUNGURAHUA;01;02681;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,8534824595229
18075401028070006;TUNGURAHUA;01;02807;0006; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;61,8527252101134
18075401028070017;TUNGURAHUA;01;02807;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;72,0362587169934
18075401028070018;TUNGURAHUA;01;02807;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;88,6313916245208
18075401028070019;TUNGURAHUA;01;02807;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,0481186317782
18075401028070020;TUNGURAHUA;01;02807;0020; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;78,7954425905024
18075401028070024;TUNGURAHUA;01;02807;0024; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,13489772764929
18016501030290001;TUNGURAHUA;01;03029;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;28,1345530483289
18016501030290005;TUNGURAHUA;01;03029;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,504785441755
18016501030290012;TUNGURAHUA;01;03029;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,328175405427
18016501030290031;TUNGURAHUA;01;03029;0031; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;49,2899921621885
18016501031590005;TUNGURAHUA;01;03159;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;49,7916159762285
18016501031610002;TUNGURAHUA;01;03161;0002; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;8,87656053540298
18055301031970003;TUNGURAHUA;01;03197;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,5304821987747
18055301031970004;TUNGURAHUA;01;03197;0004; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;46,9804974282933
18055301031970006;TUNGURAHUA;01;03197;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,8590298131099
18055301031970008;TUNGURAHUA;01;03197;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;53,422936195257
18055301031970009;TUNGURAHUA;01;03197;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;57,7957872698229
18055301031970010;TUNGURAHUA;01;03197;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;54,4698032854274
18055301031970011;TUNGURAHUA;01;03197;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;65,4291931356485
18055301031970012;TUNGURAHUA;01;03197;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;101,93868290534
18055301031970013;TUNGURAHUA;01;03197;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,9006510667124
18055301031970014;TUNGURAHUA;01;03197;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,6310523057009
18055301031970017;TUNGURAHUA;01;03197;0017; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,8248072043331
18015901032730003;TUNGURAHUA;01;03273;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,5513165668772
18015901032730015;TUNGURAHUA;01;03273;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,7500592754824
18015901032730016;TUNGURAHUA;01;03273;0016; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;37,0590949920313
18015901032730020;TUNGURAHUA;01;03273;0020; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;68,5878438387488
18016001033540014;TUNGURAHUA;01;03354;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;32,9421763700352
18016101033750001;TUNGURAHUA;01;03375;0001; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;69,211000498889
18016101033750002;TUNGURAHUA;01;03375;0002; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;8,26370709303241
18016101033750003;TUNGURAHUA;01;03375;0003; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2;2;1,08136611927826
18016101033750004;TUNGURAHUA;01;03375;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,47962495895558
18016101033750005;TUNGURAHUA;01;03375;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,9826182890328
18016101033750006;TUNGURAHUA;01;03375;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;68,9274739953012
18016101033750010;TUNGURAHUA;01;03375;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;55,5691658910205
18016101033750014;TUNGURAHUA;01;03375;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,0830942242536
18016101033750017;TUNGURAHUA;01;03375;0017; ;3; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;3; ;3;2,16243483313318
18075501034150005;TUNGURAHUA;01;03415;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;89,7554316091588
18075501034150010;TUNGURAHUA;01;03415;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,3777077179062
18075501034150013;TUNGURAHUA;01;03415;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,3895362489432
18055301034450002;TUNGURAHUA;01;03445;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;41,8466425240426
18055301034450003;TUNGURAHUA;01;03445;0003;1; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1;2;42,7129951438655
18055301034450004;TUNGURAHUA;01;03445;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;10,3637844088909
18055301034450006;TUNGURAHUA;01;03445;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,1960535720532
18055301034450007;TUNGURAHUA;01;03445;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;58,5888683987398
18055301034450008;TUNGURAHUA;01;03445;0008;1; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;67,2674418951739
18055301034450009;TUNGURAHUA;01;03445;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;52,913221674539
18055301034450010;TUNGURAHUA;01;03445;0010; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;51,3815453694248
18016001036090003;TUNGURAHUA;01;03609;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,5858238283501
18016001036090005;TUNGURAHUA;01;03609;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;25,1730211485048
18016001036090007;TUNGURAHUA;01;03609;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;68,385623344
18016001036090008;TUNGURAHUA;01;03609;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,4273105465416
18016001036090015;TUNGURAHUA;01;03609;0015; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;39,1519849247187
18016001036090016;TUNGURAHUA;01;03609;0016; ; ;2; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;2; ;2;11,8616795297531
18016001036090020;TUNGURAHUA;01;03609;0020; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,8036666496874
18016001036090026;TUNGURAHUA;01;03609;0026; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;72,9944435919578
18016001036090027;TUNGURAHUA;01;03609;0027; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;20,0487972052691
18016001036090028;TUNGURAHUA;01;03609;0028; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,9928118732476
18016001036090029;TUNGURAHUA;01;03609;0029; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;32,6008066667188
18016001036090042;TUNGURAHUA;01;03609;0042; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;67,9591219368936
18016001036090047;TUNGURAHUA;01;03609;0047; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,5980993933647
18016001036090048;TUNGURAHUA;01;03609;0048; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;9,79393234749239
18016101036660001;TUNGURAHUA;01;03666;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;32,9880905951313
18016101036780001;TUNGURAHUA;01;03678;0001; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;17,228294568446
18016101036780002;TUNGURAHUA;01;03678;0002;1; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;2;3;28,3369599047917
18016101036780003;TUNGURAHUA;01;03678;0003; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3;3;22,2800782669331
18016101036780004;TUNGURAHUA;01;03678;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,3735840874655
18016101036780005;TUNGURAHUA;01;03678;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,15847551678156
18016101036780006;TUNGURAHUA;01;03678;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,6342999337809
18016101036780007;TUNGURAHUA;01;03678;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,2659763729875
18016101036780008;TUNGURAHUA;01;03678;0008; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;72,0850837179368
18016101036780009;TUNGURAHUA;01;03678;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,353530861994
18055001038040003;TUNGURAHUA;01;03804;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;29,10536165406
18055001038040004;TUNGURAHUA;01;03804;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,8352217102561
18055001038040005;TUNGURAHUA;01;03804;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,3416820495032
18055001038040007;TUNGURAHUA;01;03804;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,2967925419701
18055001038040008;TUNGURAHUA;01;03804;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;30,5250553546777
18016101038830001;TUNGURAHUA;01;03883;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,61516088304278
18016101038830002;TUNGURAHUA;01;03883;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;22,7407683032809
18016101038830003;TUNGURAHUA;01;03883;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;50,5704344364561
18016101038830006;TUNGURAHUA;01;03883;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;64,687938352656
18016101038830007;TUNGURAHUA;01;03883;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;48,4983797020288
18016101038830009;TUNGURAHUA;01;03883;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;15,0063066108335
18016101038830010;TUNGURAHUA;01;03883;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;74,14380481712
18016101038830011;TUNGURAHUA;01;03883;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;51,3662785576931
18016101038830013;TUNGURAHUA;01;03883;0013; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,3093125060414
18055001040040001;TUNGURAHUA;01;04004;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;47,8566492447678
18055001040040002;TUNGURAHUA;01;04004;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;46,6034971242773
18055001040040004;TUNGURAHUA;01;04004;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;67,6123648017675
18055001040040005;TUNGURAHUA;01;04004;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;,640068193718301
18055001040040006;TUNGURAHUA;01;04004;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;73,1133193062305
18055001040040007;TUNGURAHUA;01;04004;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,1073852172691
18016101041390002;TUNGURAHUA;01;04139;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;33,7077182493475
18016101041390003;TUNGURAHUA;01;04139;0003; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;31,8573164770409
18016101041390005;TUNGURAHUA;01;04139;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;42,7906923107142
18016101041390006;TUNGURAHUA;01;04139;0006; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,55940580670728
18016101041390007;TUNGURAHUA;01;04139;0007; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;4,6707451260934
18016101041390008;TUNGURAHUA;01;04139;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;19,8669710224991
18016101041390009;TUNGURAHUA;01;04139;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,1548753102691
18016101041390011;TUNGURAHUA;01;04139;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,5567024056238
18016101041390012;TUNGURAHUA;01;04139;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;14,0516981448464
18016101041390016;TUNGURAHUA;01;04139;0016; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;6,01416013648025
18016101041390018;TUNGURAHUA;01;04139;0018; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;21,51893463128
18016101041390019;TUNGURAHUA;01;04139;0019; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;60,317537421926
18016101041390020;TUNGURAHUA;01;04139;0020; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;1,95119200958095
18016101041390021;TUNGURAHUA;01;04139;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;23,3042231575013
18016101041390022;TUNGURAHUA;01;04139;0022; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;16,2278030058312
18016101041390023;TUNGURAHUA;01;04139;0023; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;12,6224748873465
18016101041390024;TUNGURAHUA;01;04139;0024; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;55,3631634224719
18016101041390025;TUNGURAHUA;01;04139;0025; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;26,235572950681
18016101041390026;TUNGURAHUA;01;04139;0026; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;81,9909576481096
18016101041390030;TUNGURAHUA;01;04139;0030; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;100,59738444606
18016101041390034;TUNGURAHUA;01;04139;0034; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;27,8859221144134
18016101041390035;TUNGURAHUA;01;04139;0035; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;5,78347332181179
18016101041390036;TUNGURAHUA;01;04139;0036; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;2,83107085683095
18016101041390039;TUNGURAHUA;01;04139;0039; ; ;1; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;15,6977298047221
18016101041390041;TUNGURAHUA;01;04139;0041; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;56,7539831529309
18016101041390042;TUNGURAHUA;01;04139;0042; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;7,53604099508809
18016001041740005;TUNGURAHUA;01;04174;0005; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,0435401940894
18055001041940008;TUNGURAHUA;01;04194;0008; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;40,4735921770283
18016001042550002;TUNGURAHUA;01;04255;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;39,0612283019822
18016001042550011;TUNGURAHUA;01;04255;0011; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;18,9744660093381
18016001042550012;TUNGURAHUA;01;04255;0012; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;34,9823129208212
18016501042710001;TUNGURAHUA;01;04271;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;43,7811549240434
18016501042710002;TUNGURAHUA;01;04271;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;6,28847245137066
18016501042710009;TUNGURAHUA;01;04271;0009; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;133,370867287706
18016501042710010;TUNGURAHUA;01;04271;0010; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;61,6342999337809
18016501042710012;TUNGURAHUA;01;04271;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;44,2891129873136
18016501042710021;TUNGURAHUA;01;04271;0021; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,7998632371098
18016501042710022;TUNGURAHUA;01;04271;0022; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;62,6916958596283
18016501042710024;TUNGURAHUA;01;04271;0024; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;36,0625319048951
18016101043280001;TUNGURAHUA;01;04328;0001; ; ; ; ; ;15;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;15;15;21,1119762746134
18016101043280002;TUNGURAHUA;01;04328;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;17,0901052470314
18016101043280003;TUNGURAHUA;01;04328;0003; ; ; ; ; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;1,81484594534627
18016501043500004;TUNGURAHUA;01;04350;0004; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,6021887179357
18016501043500012;TUNGURAHUA;01;04350;0012; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;55,5317294756052
18016501043500014;TUNGURAHUA;01;04350;0014; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;70,6040475018316
18016501043500030;TUNGURAHUA;01;04350;0030; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;69,3124582347383
18016101044660001;TUNGURAHUA;01;04466;0001; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;34,3553594110721
18016101044660002;TUNGURAHUA;01;04466;0002; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ;28,976472812942
18016101044660003;TUNGURAHUA;01;04466;0003; ; ; ; ;1; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;1;49,2812682697705
