Identificador;ual_prov;ual_estr;ual_segm;al_ncues;vm_numl;vm_k821;vm_k822;vm_k823;vm_k824;vm_k825;vm_k826;vm_k827;vm_trs;vm_trc;vm_tro;vm_znd;vm_tn;va_nacidos;vm_subtmachos;vm_subthembras;TOTAL;fact_exp_fin
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;34,5553528003812
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;34,5553528003812
23015201069980003;SANTO DOMINGO DE LOS TSÁCHILAS;01;06998;0003;6;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1;1; ;1;34,5553528003812
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;1;2; ; ; ; ;2; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;10,8222982879172
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8222982879172
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8222982879172
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8222982879172
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8222982879172
23015101070440001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8222982879172
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,1693213614286
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,1693213614286
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,1693213614286
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,1693213614286
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;5;2; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;23,1693213614286
23015101070440002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;23,1693213614286
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,32354487891235
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,32354487891235
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,32354487891235
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,32354487891235
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,32354487891235
23015101070440003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0003;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;5,32354487891235
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,43458883409007
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,43458883409007
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,43458883409007
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,43458883409007
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,43458883409007
23015101070440004;SANTO DOMINGO DE LOS TSÁCHILAS;01;07044;0004;6;30;10; ; ;20; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30;10;20;30;1,43458883409007
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34100557434216
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;2;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;1,34100557434216
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34100557434216
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34100557434216
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34100557434216
23015101070500001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07050;0001;6;15;8; ; ;7; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15;8;7;15;1,34100557434216
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,57413382311442
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;2;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;1;1;5,57413382311442
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,57413382311442
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,57413382311442
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;5,57413382311442
23015101074880001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0001;6;1; ; ; ;1; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;1; ;1;1;5,57413382311442
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;1;10;10; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10; ;10;32,2512195111335
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;2;2; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;32,2512195111335
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;32,2512195111335
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;32,2512195111335
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;32,2512195111335
23015101074880002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;32,2512195111335
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8329712799092
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8329712799092
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8329712799092
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8329712799092
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;10,8329712799092
23015101074880003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07488;0003;6;4;2; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;4;2;2;4;10,8329712799092
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;1;3; ; ; ; ; ;3;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;3;3;1,63152967466584
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;2;2; ; ; ; ;1;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;1,63152967466584
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63152967466584
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63152967466584
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63152967466584
23015101075000001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07500;0001;6;15;9; ; ;6; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;15;9;6;15;1,63152967466584
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;1;3300; ;3300; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3300; ;3300;1,08197159140963
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;2;10; ; ;10; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10; ;10;1,08197159140963
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,08197159140963
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,08197159140963
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,08197159140963
23015201076130002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07613;0002;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,08197159140963
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34518550845022
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34518550845022
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34518550845022
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34518550845022
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,34518550845022
23015001076680005;SANTO DOMINGO DE LOS TSÁCHILAS;01;07668;0005;6;30;16; ; ;14; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;30;16;14;30;1,34518550845022
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;1;10; ; ; ; ; ;10;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;10;10;,933007818686961
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,933007818686961
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,933007818686961
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,933007818686961
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,933007818686961
23015101077010001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0001;6;8;3; ; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8;3;5;8;,933007818686961
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;1;6; ; ; ; ;6; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;6;6;21,0972995551307
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;2;1; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;21,0972995551307
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;21,0972995551307
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;21,0972995551307
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;21,0972995551307
23015101077010002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07701;0002;6;8;4; ; ;4; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;8;4;4;8;21,0972995551307
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,84092127305438
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;2;1;1; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;7,84092127305438
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,84092127305438
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,84092127305438
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;7,84092127305438
23015001078050002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0002;6;5;3; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;3;2;5;7,84092127305438
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63210496327797
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;2;3;1; ; ;1; ;1;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1;2;3;1,63210496327797
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63210496327797
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63210496327797
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,63210496327797
23015001078050003;SANTO DOMINGO DE LOS TSÁCHILAS;01;07805;0003;6;5;3; ; ;2; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;3;2;5;1,63210496327797
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,7418013182409
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;2;2; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;15,7418013182409
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,7418013182409
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,7418013182409
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,7418013182409
23015101079170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07917;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;15,7418013182409
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,38312552564315
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;2;2; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;6,38312552564315
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,38312552564315
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,38312552564315
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,38312552564315
23015101079990001;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;6,38312552564315
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;1;150; ;150; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;150; ;150;,107075732566675
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;2;2; ;2; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;2; ;2;,107075732566675
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;3;1; ;1; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;1; ;1;,107075732566675
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,107075732566675
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,107075732566675
23015101079990002;SANTO DOMINGO DE LOS TSÁCHILAS;01;07999;0002;6;5; ; ; ;5; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5; ;5;5;,107075732566675
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;1;3300; ;3300; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;3300; ;3300;0
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;2;10; ; ;10; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;10; ;10;0
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;0
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;0
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;0
23015201080540001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0001;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;0
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,450967625986895
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;2;2; ; ; ; ; ;2;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ;2;2;,450967625986895
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,450967625986895
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,450967625986895
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;,450967625986895
23015201080540002;SANTO DOMINGO DE LOS TSÁCHILAS;01;08054;0002;6;80;40; ; ;40; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;80;40;40;80;,450967625986895
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;1;15;15; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ;15; ;15;1,06344613349894
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06344613349894
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06344613349894
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06344613349894
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06344613349894
23015001084160008;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0008;6; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;1,06344613349894
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,5567226893334
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;2; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,5567226893334
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;3; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,5567226893334
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;4; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,5567226893334
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;5; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;13,5567226893334
23015001084160011;SANTO DOMINGO DE LOS TSÁCHILAS;01;08416;0011;6;5;2; ; ;3; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL;5;2;3;5;13,5567226893334
23015001086170001;SANTO DOMINGO DE LOS TSÁCHILAS;01;08617;0001;1; ; ; ; ; ; ; ;REGIÓN SIERRA; ; ; ;TOTAL NACIONAL; ; ; ; ;12,2377540820909
